CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
182731,男,18计算机网络,625.0,124,第二食堂,53.57645161290322,11.803333333333335
182733,男,18计算机网络,715.0,96,第三食堂,57.98854166666666,20.413333333333334
182735,男,18计算机网络,722.0,66,第三食堂,52.769090909090906,8.703333333333335
182736,男,18计算机网络,499.0,66,第五食堂,63.14848484848485,10.426666666666668
182737,男,18计算机网络,525.0,54,第五食堂,125.31481481481481,9.913333333333332
182739,男,18计算机网络,559.0,39,第三食堂,42.156410256410254,7.1
182740,男,18计算机网络,798.0,93,第五食堂,89.37849462365593,10.006666666666666
182741,男,18计算机网络,856.0,104,第三食堂,98.3153846153846,16.743333333333332
182742,男,18计算机网络,604.0,95,第三食堂,84.83052631578947,15.773333333333333
182744,男,18计算机网络,697.0,86,第三食堂,49.0953488372093,12.736666666666668
182745,男,18计算机网络,474.0,57,第二食堂,43.68000000000001,8.17
182746,男,18计算机网络,584.0,61,第五食堂,110.82786885245902,11.146666666666667
182747,男,18计算机网络,774.0,97,第五食堂,70.61237113402062,12.770000000000001
182748,男,18计算机网络,398.0,39,好利来食品店,49.45897435897436,7.633333333333334
182749,男,18计算机网络,602.0,80,第五食堂,41.433749999999996,12.953333333333335
182750,男,18计算机网络,541.0,60,第五食堂,47.78,10.253333333333334
182751,男,18计算机网络,741.0,77,第五食堂,30.92207792207792,8.376666666666667
182754,男,18计算机网络,828.0,98,第三食堂,44.54183673469388,13.620000000000001
182756,男,18计算机网络,493.0,62,好利来食品店,51.306451612903224,13.19
182757,男,18计算机网络,778.0,131,第五食堂,65.2442748091603,20.40666666666667
182758,男,18计算机网络,475.0,75,第三食堂,73.832,16.283333333333335
182759,男,18计算机网络,543.0,78,第三食堂,60.08410256410256,16.923333333333332
182760,男,18计算机网络,632.0,69,第三食堂,63.76086956521739,13.943333333333333
182761,男,18计算机网络,572.0,80,好利来食品店,70.0125,22.433333333333334
182764,男,18计算机网络,515.0,63,第三食堂,65.38571428571429,12.836666666666668
182766,男,18计算机网络,526.0,69,第五食堂,55.71811594202899,14.206666666666667
182767,男,18计算机网络,243.0,24,第五食堂,27.025000000000002,3.966666666666667
182768,男,18计算机网络,361.0,39,第五食堂,50.167435897435894,6.92
182769,男,18计算机网络,462.0,48,第三食堂,64.85625,10.923333333333334
182771,男,18计算机网络,782.0,120,第五食堂,96.89200000000001,12.925333333333333
182772,男,18计算机网络,230.0,12,第三食堂,47.833333333333336,3.2333333333333334
182773,男,18计算机网络,324.0,13,好利来食品店,46.44615384615384,3.296666666666667
182775,男,18计算机网络,355.0,50,第三食堂,41.833999999999996,9.756666666666666
182781,男,18计算机网络,300.0,58,第三食堂,46.084482758620695,11.943333333333333
182782,男,18计算机网络,620.0,72,第五食堂,45.29027777777778,12.143333333333334
182783,男,18计算机网络,454.0,67,第三食堂,44.57910447761194,12.33
182785,男,18计算机网络,358.0,16,好利来食品店,29.168750000000003,3.033333333333333
182786,男,18计算机网络,287.0,39,第三食堂,55.45897435897436,6.63
182788,男,18计算机网络,589.0,83,第三食堂,74.5698795180723,16.556666666666665
182789,男,18计算机网络,521.0,56,第三食堂,72.88392857142857,14.456666666666667
182790,男,18计算机网络,447.0,56,第二食堂,52.40464285714285,5.22
182792,男,18计算机网络,240.0,33,好利来食品店,46.57727272727273,6.7
182793,男,18计算机网络,533.0,81,第三食堂,52.09135802469135,12.948666666666666
182794,男,18计算机网络,433.0,23,第三食堂,39.81739130434782,4.803333333333333
182796,男,18计算机网络,494.0,50,第五食堂,41.093999999999994,9.879999999999999
182799,男,18计算机网络,344.0,32,好利来食品店,50.215625,6.85
182800,男,18计算机网络,334.0,55,第五食堂,56.98909090909091,5.123333333333333
182801,男,18计算机网络,71.0,13,第一食堂,28.807692307692307,3.6733333333333333
182802,男,18计算机网络,274.0,42,第五食堂,132.51904761904763,10.683333333333334
182806,女,18计算机网络,549.0,39,第三食堂,52.86153846153846,4.876666666666667
182807,女,18计算机网络,907.0,137,第五食堂,72.91386861313869,9.666666666666666
182809,女,18计算机网络,234.0,22,第三食堂,49.26909090909091,3.433333333333333
182810,女,18计算机网络,686.0,98,第五食堂,144.8591836734694,7.21
182811,女,18计算机网络,417.0,69,第五食堂,63.120289855072464,7.52
182813,女,18计算机网络,509.0,79,第五食堂,81.77215189873418,4.38
182814,女,18计算机网络,440.0,23,第五食堂,57.55652173913043,9.436666666666667
182815,女,18计算机网络,493.0,16,第三食堂,58.0875,3.3366666666666664
182816,女,18计算机网络,909.0,116,第五食堂,71.12068965517241,10.383333333333333
182817,女,18计算机网络,332.0,71,第五食堂,66.90140845070422,8.546666666666665
182818,女,18计算机网络,300.0,84,第二食堂,100.10119047619048,14.363333333333333
182819,女,18计算机网络,657.0,96,第五食堂,100.09583333333335,7.653333333333333
182820,女,18计算机网络,383.0,24,第五食堂,22.641666666666666,1.1333333333333333
182821,女,18计算机网络,758.0,95,第五食堂,129.04947368421054,7.41
182823,女,18计算机网络,307.0,11,第五食堂,101.51818181818182,3.9733333333333336
182824,女,18计算机网络,395.0,55,第三食堂,52.82472727272727,12.289666666666667
182826,女,18计算机网络,419.0,50,第三食堂,41.983999999999995,6.263333333333334
182829,男,18计算机应用,367.0,53,第五食堂,98.7654716981132,10.55
182830,男,18计算机应用,337.0,32,第三食堂,46.721875,7.633333333333334
182831,男,18计算机应用,578.0,48,第三食堂,78.86458333333333,14.143333333333334
182832,男,18计算机应用,163.0,35,好利来食品店,105.25714285714285,9.516666666666667
182833,男,18计算机应用,763.0,95,第三食堂,59.74315789473685,16.55
182834,男,18计算机应用,818.0,83,第五食堂,96.75903614457832,12.643333333333334
182836,男,18计算机应用,288.0,37,第二食堂,40.66216216216216,2.5933333333333333
182837,男,18计算机应用,551.0,71,第三食堂,66.61408450704225,18.233333333333334
182839,男,18计算机应用,953.0,182,第五食堂,113.05604395604396,16.91
182842,男,18计算机应用,266.0,31,第三食堂,113.63548387096773,6.430000000000001
182843,男,18计算机应用,641.0,86,第五食堂,52.18953488372093,11.956666666666667
182844,男,18计算机应用,529.0,51,第三食堂,102.94117647058823,12.223333333333333
182845,男,18计算机应用,570.0,30,第五食堂,53.166666666666664,5.413333333333333
182846,男,18计算机应用,615.0,79,第三食堂,65.15569620253164,13.120000000000001
182847,男,18计算机应用,489.0,52,第三食堂,121.6576923076923,11.463333333333333
182848,男,18计算机应用,1008.0,119,第二食堂,47.705378151260504,8.726333333333335
182849,男,18计算机应用,316.0,109,第五食堂,50.64954128440367,17.743333333333332
182850,男,18计算机应用,1192.0,163,第二食堂,55.42650306748467,12.31
182851,男,18计算机应用,863.0,87,第三食堂,92.10459770114943,19.09
182852,男,18计算机应用,377.0,1,第五食堂,2.2,0.1
182855,男,18计算机应用,1113.0,172,第五食堂,118.07267441860465,14.196666666666665
182858,男,18计算机应用,593.0,65,第三食堂,68.4246153846154,13.4
182860,男,18计算机应用,613.0,42,第二食堂,83.14047619047619,5.933333333333334
182861,男,18计算机应用,731.0,104,第五食堂,94.92403846153846,16.733333333333334
182863,男,18计算机应用,705.0,64,第三食堂,59.115625,11.47
182864,男,18计算机应用,454.0,51,第五食堂,51.64509803921569,4.87
182865,男,18计算机应用,1222.0,185,第二食堂,105.63432432432431,18.07
182866,男,18计算机应用,755.0,104,第三食堂,109.22307692307693,21.503333333333334
182867,男,18计算机应用,898.0,64,第五食堂,63.674375,8.646666666666667
182869,男,18计算机应用,632.0,127,第三食堂,89.67086614173229,15.823333333333332
182870,男,18计算机应用,741.0,97,第五食堂,44.68041237113402,12.586666666666668
182872,男,18计算机应用,681.0,77,第三食堂,101.12272727272727,12.688333333333333
182873,男,18计算机应用,357.0,59,第五食堂,65.30508474576271,9.44
182875,男,18计算机应用,212.0,1,第五食堂,2.4,0.05
182877,男,18计算机应用,642.0,65,第三食堂,107.43692307692307,13.176666666666668
182878,男,18计算机应用,849.0,111,第三食堂,105.07207207207207,11.356666666666666
182879,男,18计算机应用,493.0,27,第三食堂,51.45925925925926,3.39
182881,女,18计算机应用,801.0,75,第五食堂,75.48133333333334,12.696666666666665
182882,女,18计算机应用,593.0,48,第五食堂,60.72708333333333,3.73
182883,女,18计算机应用,585.0,67,第五食堂,54.15820895522388,6.66
182884,女,18计算机应用,776.0,91,第五食堂,34.784615384615385,7.743333333333334
182886,女,18计算机应用,657.0,64,第五食堂,52.1625,6.5633333333333335
182887,女,18计算机应用,528.0,64,第五食堂,51.9203125,6.426666666666667
182888,女,18计算机应用,267.0,42,第一食堂,66.30952380952381,3.643333333333333
182890,女,18计算机应用,596.0,65,第五食堂,170.0553846153846,5.083333333333333
182891,女,18计算机应用,545.0,94,第五食堂,100.4191489361702,7.543333333333334
182892,女,18计算机应用,608.0,117,第五食堂,51.92820512820512,9.313333333333333
182893,女,18计算机应用,825.0,60,好利来食品店,70.25,10.033333333333333
182894,女,18计算机应用,771.0,98,第五食堂,51.6530612244898,8.086666666666666
182895,男,18嵌入式技术,407.0,19,第五食堂,26.773684210526316,1.6033333333333333
182896,男,18嵌入式技术,607.0,41,第三食堂,49.22195121951219,8.123333333333333
182898,男,18嵌入式技术,309.0,27,第五食堂,25.562962962962963,1.2066666666666668
182899,男,18嵌入式技术,398.0,25,第三食堂,84.536,5.25
182900,男,18嵌入式技术,403.0,12,第五食堂,55.583333333333336,8.94
182901,男,18嵌入式技术,488.0,22,第三食堂,37.627272727272725,4.623333333333333
182902,男,18嵌入式技术,629.0,43,第五食堂,56.77906976744186,6.47
182903,男,18嵌入式技术,667.0,71,第三食堂,70.82394366197182,16.936666666666667
182905,男,18嵌入式技术,1066.0,141,第二食堂,61.694326241134746,9.84
182906,男,18嵌入式技术,899.0,39,第五食堂,41.130769230769225,2.0033333333333334
182907,男,18嵌入式技术,545.0,101,第五食堂,54.300000000000004,12.376666666666667
182910,男,18嵌入式技术,625.0,83,第五食堂,71.8144578313253,12.416666666666666
182911,男,18嵌入式技术,549.0,16,第五食堂,59.7875,2.796666666666667
182912,男,18嵌入式技术,275.0,19,第三食堂,51.06315789473684,5.483333333333333
182913,男,18嵌入式技术,481.0,11,第三食堂,15.827272727272726,0.9166666666666666
182915,男,18嵌入式技术,504.0,78,第五食堂,57.369230769230775,12.133333333333333
182917,男,18嵌入式技术,365.0,43,第五食堂,47.704651162790704,10.04
182918,男,18嵌入式技术,583.0,102,第五食堂,81.62647058823529,14.936666666666667
182919,男,18嵌入式技术,550.0,60,第三食堂,58.440000000000005,16.17
182921,男,18嵌入式技术,717.0,111,第五食堂,46.79459459459459,12.383333333333333
182922,男,18嵌入式技术,548.0,79,第五食堂,105.53291139240507,14.979999999999999
182923,男,18嵌入式技术,555.0,49,第五食堂,96.01224489795918,8.023333333333333
182924,男,18嵌入式技术,311.0,11,第三食堂,17.845454545454547,1.7133333333333334
182925,男,18嵌入式技术,1020.0,106,第五食堂,44.556603773584904,15.123333333333333
182927,男,18嵌入式技术,872.0,132,第五食堂,66.64696969696969,16.413333333333334
182929,男,18嵌入式技术,306.0,9,第三食堂,21.155555555555555,1.8900000000000001
182930,男,18嵌入式技术,868.0,145,第五食堂,53.84206896551724,23.766666666666666
182931,男,18嵌入式技术,954.0,161,第五食堂,80.63354037267081,16.07
182932,男,18嵌入式技术,466.0,38,第三食堂,266.1105263157895,8.893333333333334
182933,男,18嵌入式技术,428.0,27,第五食堂,22.814814814814813,4.373333333333333
182934,男,18嵌入式技术,257.0,14,好利来食品店,46.87142857142857,3.0833333333333335
182935,男,18嵌入式技术,870.0,128,第五食堂,55.3,11.906666666666666
182936,男,18嵌入式技术,743.0,109,第五食堂,48.91743119266055,13.1
182938,男,18嵌入式技术,643.0,38,第五食堂,17.147368421052633,3.0433333333333334
182939,男,18嵌入式技术,573.0,70,第五食堂,43.35142857142857,13.296666666666665
182941,男,18嵌入式技术,413.0,76,第五食堂,73.97631578947369,15.133333333333333
182942,男,18嵌入式技术,572.0,81,第五食堂,38.54938271604938,12.723333333333333
182944,男,18嵌入式技术,595.0,90,第五食堂,64.21555555555555,10.323333333333332
182946,男,18嵌入式技术,445.0,35,第四食堂,45.56285714285715,9.83
182947,男,18嵌入式技术,785.0,52,第五食堂,26.319230769230767,6.986666666666666
182950,男,18嵌入式技术,823.0,107,第五食堂,46.01775700934579,12.536666666666667
182951,男,18嵌入式技术,432.0,21,好利来食品店,40.614285714285714,5.6866666666666665
182952,男,18嵌入式技术,431.0,55,第五食堂,51.35636363636363,11.663333333333332
182953,男,18嵌入式技术,443.0,61,第五食堂,48.65409836065574,10.893333333333334
182954,男,18嵌入式技术,445.0,46,第五食堂,54.106521739130436,9.75
182956,男,18嵌入式技术,697.0,132,第五食堂,94.73181818181818,14.81
182957,男,18嵌入式技术,924.0,120,第五食堂,66.98,16.470000000000002
182958,男,18嵌入式技术,930.0,135,第五食堂,52.76555555555556,17.7
182959,男,18嵌入式技术,578.0,76,第五食堂,61.0921052631579,14.5
182961,男,18嵌入式技术,625.0,60,第五食堂,53.42166666666667,9.643333333333334
182962,男,18嵌入式技术,454.0,54,第五食堂,66.93703703703703,11.293333333333333
182963,男,18嵌入式技术,834.0,120,第五食堂,55.94583333333333,13.54
182965,女,18嵌入式技术,515.0,75,第五食堂,56.89333333333333,13.94
182966,女,18嵌入式技术,331.0,10,好利来食品店,25.3,1.7833333333333334
182968,女,18嵌入式技术,715.0,109,第五食堂,82.12752293577981,6.376666666666667
182971,女,18嵌入式技术,581.0,76,第五食堂,45.05263157894737,6.713333333333334
182972,女,18嵌入式技术,509.0,56,第五食堂,78.15357142857142,9.58
182973,女,18嵌入式技术,303.0,14,第五食堂,93.76142857142857,2.783333333333333
182975,男,18软件技术,486.0,82,第五食堂,62.69878048780488,9.656666666666666
182976,男,18软件技术,1020.0,149,第五食堂,111.62751677852349,22.3
182978,男,18软件技术,804.0,132,第五食堂,112.09545454545454,14.403333333333334
182980,男,18软件技术,558.0,71,第五食堂,105.18732394366198,12.256666666666666
182981,男,18软件技术,244.0,15,第三食堂,53.2,5.25
182983,男,18软件技术,596.0,96,第五食堂,53.865625,10.336666666666668
182984,男,18软件技术,508.0,62,第五食堂,87.25967741935484,10.04
182985,男,18软件技术,355.0,19,第五食堂,94.93684210526315,4.26
182986,男,18软件技术,523.0,90,第五食堂,52.025555555555556,10.353333333333333
182987,男,18软件技术,766.0,91,第五食堂,60.66043956043956,9.373333333333333
182989,男,18软件技术,420.0,41,第五食堂,23.870731707317074,0.7
